str_no_string|NO STRING!{***}
str_oim_event_27_answer_4|main text{***}
str_oim_event_28_main_text|main text{***}
str_oim_event_28_answer_1|main text{***}
str_oim_event_28_answer_2|main text{***}
str_oim_event_28_answer_3|main text{***}
str_oim_event_29_main_text|main text{***}
str_oim_event_29_answer_1|main text{***}
str_oim_event_29_answer_2|main text{***}
str_oim_event_29_answer_3|main text{***}
str_oim_event_30_main_text|main text{***}
str_oim_event_30_answer_1|main text{***}
str_oim_event_30_answer_2|main text{***}
str_oim_event_30_answer_3|main text{***}
str_oim_event_31_main_text|main text{***}
str_oim_event_31_answer_1|main text{***}
str_oim_event_31_answer_2|main text{***}
str_oim_event_31_answer_3|main text{***}
str_oim_event_31_answer_4|main text{***}
str_oim_event_32_main_text|main text{***}
str_oim_event_32_answer_1|main text{***}
str_oim_event_33_main_text|main text{***}
str_oim_event_33_answer_1|main text{***}
str_oim_event_33_answer_2|main text{***}
str_oim_event_33_answer_3|main text{***}
str_oim_event_33_answer_4|main text{***}
str_oim_event_34_main_text|main text{***}
str_oim_event_34_answer_1|main text{***}
str_oim_event_34_answer_2|main text{***}
str_oim_event_34_answer_3|main text{***}
str_oim_event_34_answer_4|main text{***}
str_oim_event_35_main_text|main text{***}
str_oim_event_35_answer_1|main text{***}
str_oim_event_35_answer_2|main text{***}
str_oim_event_35_answer_3|main text{***}
str_oim_event_35_answer_4|main text{***}
str_oim_event_36_main_text|main text{***}
str_oim_event_36_answer_1|main text{***}
str_oim_event_36_answer_2|main text{***}
str_oim_event_36_answer_3|main text{***}
str_oim_event_36_answer_4|main text{***}
str_oim_event_37_main_text|main text{***}
str_oim_event_37_answer_1|main text{***}
str_oim_event_37_answer_2|main text{***}
str_oim_event_37_answer_3|main text{***}
str_oim_event_37_answer_4|main text{***}
str_oim_event_38_main_text|main text{***}
str_oim_event_38_answer_1|main text{***}
str_oim_event_38_answer_2|main text{***}
str_oim_event_38_answer_3|main text{***}
str_oim_event_38_answer_4|main text{***}
str_oim_event_39_main_text|main text{***}
str_oim_event_39_answer_1|main text{***}
str_oim_event_39_answer_2|main text{***}
str_oim_event_39_answer_3|main text{***}
str_oim_event_39_answer_4|main text{***}
str_oim_event_40_main_text|main text{***}
str_oim_event_40_answer_1|main text{***}
str_oim_event_40_answer_2|main text{***}
str_oim_event_40_answer_3|main text{***}
str_oim_event_40_answer_4|main text{***}
str_oim_event_41_main_text|main text{***}
str_oim_event_41_answer_1|main text{***}
str_oim_event_41_answer_2|main text{***}
str_oim_event_41_answer_3|main text{***}
str_oim_event_41_answer_4|main text{***}
str_oim_event_42_main_text|main text{***}
str_oim_event_42_answer_1|main text{***}
str_oim_event_42_answer_2|main text{***}
str_oim_event_42_answer_3|main text{***}
str_oim_event_42_answer_4|main text{***}
str_oim_event_43_main_text|main text{***}
str_oim_event_43_answer_1|main text{***}
str_oim_event_43_answer_2|main text{***}
str_oim_event_43_answer_3|main text{***}
str_oim_event_43_answer_4|main text{***}
str_oim_event_44_main_text|main text{***}
str_oim_event_44_answer_1|main text{***}
str_oim_event_44_answer_2|main text{***}
str_oim_event_44_answer_3|main text{***}
str_oim_event_44_answer_4|main text{***}
str_oim_event_45_main_text|main text{***}
str_oim_event_45_answer_1|main text{***}
str_oim_event_45_answer_2|main text{***}
str_oim_event_45_answer_3|main text{***}
str_oim_event_45_answer_4|main text{***}
str_oim_event_46_main_text|main text{***}
str_oim_event_46_answer_1|main text{***}
str_oim_event_46_answer_2|main text{***}
str_oim_event_46_answer_3|main text{***}
str_oim_event_46_answer_4|main text{***}
str_oim_event_47_main_text|main text{***}
str_oim_event_47_answer_1|main text{***}
str_oim_event_47_answer_2|main text{***}
str_oim_event_47_answer_3|main text{***}
str_oim_event_47_answer_4|main text{***}
str_oim_event_48_main_text|main text{***}
str_oim_event_48_answer_1|main text{***}
str_oim_event_48_answer_2|main text{***}
str_oim_event_48_answer_3|main text{***}
str_oim_event_48_answer_4|main text{***}
str_oim_event_49_main_text|main text{***}
str_oim_event_49_answer_1|main text{***}
str_oim_event_49_answer_2|main text{***}
str_oim_event_49_answer_3|main text{***}
str_oim_event_49_answer_4|main text{***}
str_oim_event_50_main_text|main text{***}
str_oim_event_50_answer_1|main text{***}
str_oim_event_50_answer_2|main text{***}
str_oim_event_50_answer_3|main text{***}
str_oim_event_50_answer_4|main text{***}
str_oim_event_51_main_text|main text{***}
str_oim_event_51_answer_1|main text{***}
str_oim_event_51_answer_2|main text{***}
str_oim_event_51_answer_3|main text{***}
str_oim_event_51_answer_4|main text{***}
str_oim_event_52_main_text|main text{***}
str_oim_event_52_answer_1|main text{***}
str_oim_event_52_answer_2|main text{***}
str_oim_event_52_answer_3|main text{***}
str_oim_event_52_answer_4|main text{***}
str_oim_event_53_main_text|main text{***}
str_oim_event_53_answer_1|main text{***}
str_oim_event_53_answer_2|main text{***}
str_oim_event_53_answer_3|main text{***}
str_oim_event_53_answer_4|main text{***}
str_oim_event_54_main_text|main text{***}
str_oim_event_54_answer_1|main text{***}
str_oim_event_54_answer_2|main text{***}
str_oim_event_54_answer_3|main text{***}
str_oim_event_54_answer_4|main text{***}
str_oim_event_55_main_text|main text{***}
str_oim_event_55_answer_1|main text{***}
str_oim_event_55_answer_2|main text{***}
str_oim_event_55_answer_3|main text{***}
str_oim_event_55_answer_4|main text{***}
str_oim_event_56_main_text|main text{***}
str_oim_event_56_answer_1|main text{***}
str_oim_event_56_answer_2|main text{***}
str_oim_event_56_answer_3|main text{***}
str_oim_event_56_answer_4|main text{***}
str_oim_event_57_main_text|main text{***}
str_oim_event_57_answer_1|main text{***}
str_oim_event_57_answer_2|main text{***}
str_oim_event_57_answer_3|main text{***}
str_oim_event_57_answer_4|main text{***}
str_oim_event_59_main_text|main text{***}
str_oim_event_59_answer_1|main text{***}
str_oim_event_59_answer_2|main text{***}
str_oim_event_59_answer_3|main text{***}
str_oim_event_59_answer_4|main text{***}
str_oim_event_60_main_text|main text{***}
str_oim_event_60_answer_1|main text{***}
str_oim_event_60_answer_2|main text{***}
str_oim_event_60_answer_3|main text{***}
str_oim_event_60_answer_4|main text{***}
str_oim_event_61_main_text|main text{***}
str_oim_event_61_answer_1|main text{***}
str_oim_event_61_answer_2|main text{***}
str_oim_event_61_answer_3|main text{***}
str_oim_event_61_answer_4|main text{***}
str_oim_event_62_main_text|main text{***}
str_oim_event_62_answer_1|main text{***}
str_oim_event_62_answer_2|main text{***}
str_oim_event_62_answer_3|main text{***}
str_oim_event_62_answer_4|main text{***}
str_oim_event_63_main_text|main text{***}
str_oim_event_63_answer_1|main text{***}
str_oim_event_63_answer_2|main text{***}
str_oim_event_63_answer_3|main text{***}
str_oim_event_63_answer_4|main text{***}
str_oim_event_64_main_text|main text{***}
str_oim_event_64_answer_1|main text{***}
str_oim_event_64_answer_2|main text{***}
str_oim_event_64_answer_3|main text{***}
str_oim_event_64_answer_4|main text{***}
str_oim_event_65_main_text|main text{***}
str_oim_event_65_answer_1|main text{***}
str_oim_event_65_answer_2|main text{***}
str_oim_event_65_answer_3|main text{***}
str_oim_event_65_answer_4|main text{***}
str_oim_event_66_main_text|main text{***}
str_oim_event_66_answer_1|main text{***}
str_oim_event_66_answer_2|main text{***}
str_oim_event_66_answer_3|main text{***}
str_oim_event_66_answer_4|main text{***}
str_oim_event_67_main_text|main text{***}
str_oim_event_67_answer_1|main text{***}
str_oim_event_67_answer_2|main text{***}
str_oim_event_67_answer_3|main text{***}
str_oim_event_67_answer_4|main text{***}
str_oim_event_68_main_text|main text{***}
str_oim_event_68_answer_1|main text{***}
str_oim_event_68_answer_2|main text{***}
str_oim_event_68_answer_3|main text{***}
str_oim_event_68_answer_4|main text{***}
str_oim_event_69_main_text|main text{***}
str_oim_event_69_answer_1|main text{***}
str_oim_event_69_answer_2|main text{***}
str_oim_event_69_answer_3|main text{***}
str_oim_event_69_answer_4|main text{***}
str_oim_event_70_main_text|main text{***}
str_oim_event_70_answer_1|main text{***}
str_oim_event_70_answer_2|main text{***}
str_oim_event_70_answer_3|main text{***}
str_oim_event_70_answer_4|main text{***}
str_oim_event_71_main_text|main text{***}
str_oim_event_71_answer_1|main text{***}
str_oim_event_71_answer_2|main text{***}
str_oim_event_71_answer_3|main text{***}
str_oim_event_71_answer_4|main text{***}
str_oim_event_72_main_text|main text{***}
str_oim_event_72_answer_1|main text{***}
str_oim_event_72_answer_2|main text{***}
str_oim_event_72_answer_3|main text{***}
str_oim_event_72_answer_4|main text{***}
str_oim_event_73_main_text|main text{***}
str_oim_event_73_answer_1|main text{***}
str_oim_event_73_answer_2|main text{***}
str_oim_event_73_answer_3|main text{***}
str_oim_event_73_answer_4|main text{***}
str_oim_event_74_main_text|main text{***}
str_oim_event_74_answer_1|main text{***}
str_oim_event_74_answer_2|main text{***}
str_oim_event_74_answer_3|main text{***}
str_oim_event_74_answer_4|main text{***}
str_oim_event_75_main_text|main text{***}
str_oim_event_75_answer_1|main text{***}
str_oim_event_75_answer_2|main text{***}
str_oim_event_75_answer_3|main text{***}
str_oim_event_75_answer_4|main text{***}
str_oim_event_76_main_text|main text{***}
str_oim_event_76_answer_1|main text{***}
str_oim_event_76_answer_2|main text{***}
str_oim_event_76_answer_3|main text{***}
str_oim_event_76_answer_4|main text{***}
str_oim_event_77_main_text|main text{***}
str_oim_event_77_answer_1|main text{***}
str_oim_event_77_answer_2|main text{***}
str_oim_event_77_answer_3|main text{***}
str_oim_event_77_answer_4|main text{***}
str_oim_event_78_main_text|main text{***}
str_oim_event_78_answer_1|main text{***}
str_oim_event_78_answer_2|main text{***}
str_oim_event_78_answer_3|main text{***}
str_oim_event_78_answer_4|main text{***}
str_oim_event_79_main_text|main text{***}
str_oim_event_79_answer_1|main text{***}
str_oim_event_79_answer_2|main text{***}
str_oim_event_79_answer_3|main text{***}
str_oim_event_79_answer_4|main text{***}
str_oim_event_80_main_text|main text{***}
str_oim_event_80_answer_1|main text{***}
str_oim_event_80_answer_2|main text{***}
str_oim_event_80_answer_3|main text{***}
str_oim_event_80_answer_4|main text{***}
str_oim_event_81_main_text|main text{***}
str_oim_event_81_answer_1|main text{***}
str_oim_event_81_answer_2|main text{***}
str_oim_event_81_answer_3|main text{***}
str_oim_event_81_answer_4|main text{***}
str_oim_event_82_main_text|main text{***}
str_oim_event_82_answer_1|main text{***}
str_oim_event_82_answer_2|main text{***}
str_oim_event_82_answer_3|main text{***}
str_oim_event_82_answer_4|main text{***}
str_oim_event_83_main_text|main text{***}
str_oim_event_83_answer_1|main text{***}
str_oim_event_83_answer_2|main text{***}
str_oim_event_83_answer_3|main text{***}
str_oim_event_83_answer_4|main text{***}
str_oim_event_84_main_text|main text{***}
str_oim_event_84_answer_1|main text{***}
str_oim_event_84_answer_2|main text{***}
str_oim_event_84_answer_3|main text{***}
str_oim_event_84_answer_4|main text{***}
str_oim_event_85_main_text|main text{***}
str_oim_event_85_answer_1|main text{***}
str_oim_event_85_answer_2|main text{***}
str_oim_event_85_answer_3|main text{***}
str_oim_event_85_answer_4|main text{***}
str_oim_event_86_main_text|main text{***}
str_oim_event_86_answer_1|main text{***}
str_oim_event_86_answer_2|main text{***}
str_oim_event_86_answer_3|main text{***}
str_oim_event_86_answer_4|main text{***}
