dlga_ms_extra_officer_element_list_arena_training_q4:ms_extra_officer_element_list_arena_training_q8.3|4{***}
dlga_ms_extra_officer_element_list_arena_training_q4:ms_extra_officer_element_list_arena_training_q8.4|5{***}
dlga_ms_extra_officer_element_list_arena_training_q4:ms_extra_officer_element_list_arena_training_q8.5|6{***}
dlga_ms_extra_officer_element_list_arena_training_q4:ms_extra_officer_element_list_arena_training_q8.6|7{***}
dlga_ms_extra_officer_element_list_arena_training_q4:ms_extra_officer_element_list_arena_training_q8.7|8{***}
dlga_ms_extra_officer_element_list_arena_training_q4:ms_extra_officer_dialog_start|Come to think of it, I changed my mind.{***}
dlga_ms_extra_officer_element_list_arena_training_q2:ms_extra_officer_element_list_arena_training_q5|Let's have a mock group battle.{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q5|How many men should I gather, {my lord/my lady}{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9|2{***}
dlga_ms_extra_officer_element_list_arena_training_q9:ms_extra_officer_element_list_arena_training_q9|Rookies or veterans?{***}
dlga_ms_extra_officer_element_list_arena_training_q9:ms_extra_officer_element_list_arena_training_q13|Rookies.{***}
dlga_ms_extra_officer_element_list_arena_training_q13:ms_extra_officer_element_list_arena_training_q13|Very well, {my lord/my lady}. The soldiers are ready. Choose your own men, and let us proceed to the training ground.{***}
dlga_ms_extra_officer_element_list_arena_training_q13:close_window|We are on our way.{***}
dlga_ms_extra_officer_element_list_arena_training_q13:ms_extra_officer_dialog_start|Come to think of it, I changed my mind.{***}
dlga_ms_extra_officer_element_list_arena_training_q9:ms_extra_officer_element_list_arena_training_q13.1|Regular soldiers.{***}
dlga_ms_extra_officer_element_list_arena_training_q9:ms_extra_officer_element_list_arena_training_q13.2|Veterans.{***}
dlga_ms_extra_officer_element_list_arena_training_q9:ms_extra_officer_element_list_arena_training_q13.3|The best you can offer!{***}
dlga_ms_extra_officer_element_list_arena_training_q9:ms_extra_officer_dialog_start|Come to think of it, I changed my mind.{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9.1|4{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9.2|6{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9.3|8{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9.4|10{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9.5|12{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9.6|14{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_element_list_arena_training_q9.7|16{***}
dlga_ms_extra_officer_element_list_arena_training_q5:ms_extra_officer_dialog_start|Come to think of it, I changed my mind.{***}
dlga_ms_extra_officer_element_list_arena_training_q2:ms_extra_officer_dialog_start|Come to think of it, I changed my mind.{***}
dlga_ms_extra_officer_element_list:ms_extra_officer_element_list_arena_training_q3|I think these oafs of yours aren't capable of anything.{***}
dlga_ms_extra_officer_element_list_arena_training_q3:ms_extra_officer_element_list_arena_training_q3|Oh really? I bet they'll kick your ass in no time!{***}
dlga_ms_extra_officer_element_list_arena_training_q3:ms_extra_officer_element_list_arena_training_q6|Make them stand in line. I'll fight them personally.{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q6|And how many of my men do you hope to defeat?{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10|1{***}
dlga_ms_extra_officer_element_list_arena_training_q10:ms_extra_officer_element_list_arena_training_q10|Rookies or veterans?{***}
dlga_ms_extra_officer_element_list_arena_training_q10:ms_extra_officer_element_list_arena_training_q14|Rookies.{***}
dlga_ms_extra_officer_element_list_arena_training_q14:ms_extra_officer_element_list_arena_training_q14|Well, well. My lads are all ready. How about you?{***}
dlga_ms_extra_officer_element_list_arena_training_q14:close_window|Let's have some fun!{***}
dlga_ms_extra_officer_element_list_arena_training_q14:ms_extra_officer_dialog_start|Actually, I'd rather not get involved. Please, accept my apology.{***}
dlga_ms_extra_officer_element_list_arena_training_q10:ms_extra_officer_element_list_arena_training_q14.1|Regular soldiers.{***}
dlga_ms_extra_officer_element_list_arena_training_q10:ms_extra_officer_element_list_arena_training_q14.2|Veterans.{***}
dlga_ms_extra_officer_element_list_arena_training_q10:ms_extra_officer_element_list_arena_training_q14.3|The best you can offer!{***}
dlga_ms_extra_officer_element_list_arena_training_q10:ms_extra_officer_dialog_start|Actually, I'd rather not get involved. Please, accept my apology.{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10.1|2{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10.2|3{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10.3|4{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10.4|5{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10.5|6{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10.6|7{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_element_list_arena_training_q10.7|8{***}
dlga_ms_extra_officer_element_list_arena_training_q6:ms_extra_officer_dialog_start|Actually, I'd rather not get involved. Please, accept my apology.{***}
dlga_ms_extra_officer_element_list_arena_training_q3:ms_extra_officer_element_list_arena_training_q7|Let's have a mock group battle.{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q7|And how many of my men do you hope to defeat?{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11|2{***}
dlga_ms_extra_officer_element_list_arena_training_q11:ms_extra_officer_element_list_arena_training_q11|Rookies or veterans?{***}
dlga_ms_extra_officer_element_list_arena_training_q11:ms_extra_officer_element_list_arena_training_q15|Rookies.{***}
dlga_ms_extra_officer_element_list_arena_training_q15:ms_extra_officer_element_list_arena_training_q15|Well, well. My lads are all ready. Now choose who do you want to share your beating with...{***}
dlga_ms_extra_officer_element_list_arena_training_q15:close_window|We are on our way.{***}
dlga_ms_extra_officer_element_list_arena_training_q15:ms_extra_officer_dialog_start|Actually, I'd rather not get involved. Please, accept my apology.{***}
dlga_ms_extra_officer_element_list_arena_training_q11:ms_extra_officer_element_list_arena_training_q15.1|Regular soldiers.{***}
dlga_ms_extra_officer_element_list_arena_training_q11:ms_extra_officer_element_list_arena_training_q15.2|Veterans.{***}
dlga_ms_extra_officer_element_list_arena_training_q11:ms_extra_officer_element_list_arena_training_q15.3|The best you can offer!{***}
dlga_ms_extra_officer_element_list_arena_training_q11:ms_extra_officer_dialog_start|Actually, I'd rather not get involved. Please, accept my apology.{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11.1|4{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11.2|6{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11.3|8{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11.4|10{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11.5|12{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11.6|14{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_element_list_arena_training_q11.7|16{***}
dlga_ms_extra_officer_element_list_arena_training_q7:ms_extra_officer_dialog_start|Actually, I'd rather not get involved. Please, accept my apology.{***}
dlga_ms_extra_officer_element_list_arena_training_q3:ms_extra_officer_dialog_start|Actually, I'd rather not get involved. Please, accept my apology.{***}
dlga_ms_extra_officer_element_list:close_window|See you later.{***}
dlga_ms_extra_goods_dialog_start:ms_extra_goods_select_service|Hello, good sir. I am a travelling collector and dealer in arms both rare and extraordinary. Perhaps you might be interested in some of my recent acquisitions?{***}
dlga_ms_extra_goods_select_service:ms_extra_goods_dialog_start|Yes, please show me what you've got.{***}
dlga_ms_extra_goods_select_service:close_window|Nevermind me, just passing by.{***}
dlga_ms_npc_dialog_start:ms_npc_list|Which of your companions would you like to train?{***}
dlga_ms_npc_list:ms_npc_variants|{s0}{***}
dlga_ms_npc_variants:ms_npc_dialog_start|There is nothing else we can teach him!{***}
dlga_ms_npc_variants:ms_nps_variant_descr|Very well, pick an art you would like to master.{***}
dlga_ms_nps_variant_descr:ms_nps_variant_selected|Medicine.{***}
dlga_ms_nps_variant_selected:ms_npc_agree_disagree|The cost of training would be {reg0} piastres.{***}
dlga_ms_npc_agree_disagree:close_window|All right, here's the money.{***}
dlga_ms_npc_agree_disagree:ms_npc_variants|Some other time.{***}
dlga_ms_nps_variant_descr:ms_nps_variant_selected.1|Tactics.{***}
dlga_ms_nps_variant_descr:ms_nps_variant_selected.2|Military training.{***}
dlga_ms_nps_variant_descr:ms_npc_dialog_start|Return...{***}
dlga_ms_npc_list:close_window|I've changed my mind.{***}
dlga_ms_extra_adviser:ms_extra_adviser_list|Well, to whom shall we go?{***}
dlga_ms_extra_adviser_list:ms_view_elements|{s0}{***}
dlga_ms_view_elements:ms_view_elements_list|{s0}{***}
dlga_ms_view_elements_list:ms_element_menu|{s2}{***}
dlga_ms_element_menu:ms_element_menu_list|{s0} ^This will cost us {reg10} piastres and will take {reg2} {reg1?days:hours}. What would you like to do, my lord?{***}
dlga_ms_element_menu_list:ms_element_build|{s2}{***}
dlga_ms_element_build:ms_elder_dialog_start|Sorry, not all conditions are met. {s32}.{***}
dlga_ms_elder_dialog_start:ms_elder_list|How can I be of help?{***}
dlga_ms_elder_list:ms_view_elements|I'd like to construct a building.{***}
dlga_ms_elder_list:ms_view_elements.1|I'd like to appoint an official.{***}
dlga_ms_elder_list:ms_view_elements.2|I wish to give a special order.{***}
dlga_ms_elder_list:ms_already_builded|Tell me, what buildings are already constructed in here?{***}
dlga_ms_already_builded:ms_already_builded_list|{s1} {s2}{***}
dlga_ms_already_builded_list:ms_elder_dialog_start|That is all.{***}
dlga_ms_already_builded_list:ms_extra_adviser|Understood.{***}
dlga_ms_elder_list:ms_already_builded.1|Tell me, which offices are already occupied?{***}
dlga_ms_elder_list:close_window|I must go...{***}
dlga_ms_element_build:ms_elder_dialog_start.1|Sorry, you don't have anough gold!{***}
dlga_ms_element_build:ms_elder_dialog_start.2|All right, I will proceed with your orders.{***}
dlga_ms_element_menu_list:ms_elder_dialog_start|Nothing...{***}
dlga_ms_view_elements_list:ms_elder_dialog_start|That's all.{***}
dlga_ms_view_elements_list:ms_extra_adviser|Understood.{***}
dlga_ms_extra_adviser_list:close_window|Return...{***}
dlga_start:ship_master_dialog|Greetings, my friend. If you need to purchase a ship, or to get rid of one for a hefty sum, I am your man. I also trade in repairing and upgrading the vessels.{***}
dlga_ship_master_dialog:ship_master_dialog_buy_ship|I'd like to purchase a ship.{***}
dlga_ship_master_dialog_buy_ship:close_window|{s2}{***}
dlga_ship_master_dialog_buy_ship:ship_master_dialog_pretalk|I can't offer any more ships to you. Your fleet is too large.{***}
dlga_ship_master_dialog_pretalk:ship_master_dialog|Anything else?{***}
dlga_ship_master_dialog:ship_master_dialog_sell|I'd like to sell one of my ships.{***}
dlga_ship_master_dialog_sell:ship_master_dialog_sell_1|Which ship do you want to sell?{***}
dlga_ship_master_dialog_sell_1:ship_master_dialog_sell_2|{s2}{***}
dlga_ship_master_dialog_sell_2:ship_master_dialog_sell_3|This ship is worth {reg10} piastres.{***}
dlga_ship_master_dialog_sell_3:ship_master_dialog_pretalk|Sounds good. I'm selling it.{***}
dlga_ship_master_dialog_sell_3:ship_master_dialog_pretalk.1|I don't like the price...{***}
dlga_ship_master_dialog_sell_1:ship_master_dialog_pretalk|Nevermind.{***}
