qstr__plantation_horse_ba|养马场
qstr_One_{s3}_volunteers_|One {s3} volunteers to join your company.{***}
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} volunteer to join your company.{***}
qstr_The_villagers_under_|The villagers under your command were no match for the outlaws. Enraged, they plunder and torch the village to punish the peasants, then leave to seek another settlement ripe for plunder.{***}
qstr_village|village{***}
qstr_town|town{***}
qstr_castle|castle{***}
qstr_The_{s17}_has_no_imp|The {s17} has no improvements.{***}
qstr_The_{s17}_has_the_fo|The {s17} has the following improvements:{s18}.{***}
qstr_The_assasins_beat_yo|The assasins beat you down and leave you for dead.{***}
qstr_You_have_fallen._The|You have fallen. The bandits loot your body for every coin they can find, then vanish into the night. They have left you alive, if only barely.{***}
qstr_Luckily_some_of_your|Luckily some of your companions come to search for you when you do not return, and find you lying by the side of the road. They hurry you to safety and dress your wounds.{***}
qstr_Luckily_some_passing|Luckily some passing townspeople find you lying by the side of the road, and recognise you as something other than a simple beggar. They carry you to the nearest inn and dress your wounds.{***}
qstr_You_fail_to_steal_an|You fail to steal any cattle.{***}
qstr_You_drive_away_{reg1|You drive away {reg17} {reg12?heads:head} of cattle from the village's herd.{***}
qstr_You_are_at_{s2}.|You are at {s2}.{***}
qstr__This_town_has_no_ga| This town has no garrison.{***}
qstr__You_have_successful| You have successfully sneaked in.{***}
qstr_After_being_knocked_|After being knocked about and defeated by the locals,{***}
qstr_After_finding_all_of|After finding all of the chests and taking the goods,{***}
qstr_After_finding_some_o|After finding some of the chests and taking the goods,{***}
qstr_Testeando_Kind_of_To|Testeando Kind of Tournament: {reg5}{***}
qstr_Testeando_Mul_Bettin|Testeando Mul Betting: {reg5}{***}
qstr_Testeando_Betting_Am|Testeando Betting Amount: {reg5}{***}
qstr_Testeando_Betting_Re|Testeando Betting Reward: {reg5}{***}
qstr_successfully|successfully{***}
qstr_you_earn_{reg4}_pias|you earn {reg4} piastres.{***}
qstr_failed_to|failed to{***}
qstr_you_lost_{reg4}_pias|you lost {reg4} piastres.{***}
qstr_Victory_is_yours!_Yo|Victory is yours! You have won this fight, but now you must prepare yourself for the next round. {***}
qstr_You_were_beaten._The|You were beaten. The peasants are heartened by their success, but the lesson you wanted to teach them probably didn't get through...{***}
qstr_After_beating_your_l|After beating your last opponent, you explain to the peasants how to better defend themselves against such an attack. Hopefully they'll take the experience on board and will be prepared next time.{***}
qstr_The_outlaws_are_brok|The outlaws are broken! Those few who remain alive and conscious run off with their tails between their legs, terrified of the peasants and their new champion.{***}
qstr_The_villagers_under_y|The villagers under your command were no match for the outlaws. Infuriated, they plunder and torch the village to punish the peasants, before leaving to seek some greener pasture to plunder.{***}
qstr_{s1}_s_Ship|{s1}'s Ship{***}
qstr_Unfortunately_{reg3?|Unfortunately, {reg3?you are:{s1} is} unable to find any trade goods that would bring a profit.{***}
qstr_^Buying_{s4}_here_an|^Buying {s4} here and selling it at {s5} would bring a profit of {reg6} piastres per unit.{s3}{***}
qstr_{reg3?You_find:{s1}_|{reg3?You find:{s1} finds} out the following:^{s3}{***}
qstr_{s13}_asked_you_to_r|{s13} asked you to report to him with at least {reg13} troops.{***}
qstr_{s13}_ordered_you_to|{s13} ordered you to join the assault against {s14}.{***}
qstr_Find_and_speak_with_|Find and speak with {s3} of {s4} to give him your oath of homage.{***}
qstr_There_has_been_an_al|There has been an alleged border incident: {s9}{***}
qstr_You_have_lawlessly_a|You have lawlessly attacked neutral vessels, putting the diplomatic efforts of the government of the {s10} at the stake. Granting you offices clearly was a mistake, which must be fixed promptly.{***}
qstr_You_have_lawlessly_at|You have lawlessly attacked neutral vessels, putting the diplomatic efforts of the government of the {s10} at the stake. Consider yourself banished from our colonies.{***}
qstr_You_have_been_discov|You have been discovered preying upon vessels flying a colonial flag without a letter of marque. In the eyes of all lawful citizens of the colonies, this makes you a despicable pirate.{***}
qstr_The_craftsmen_quarte|The craftsmen quarter hosts master artisans who specialize in producing a variety of wares. Some of them are skilled at crafting arms and armor of exceptional quality.{***}
qstr_Some_day_this_quarte|Some day, this quarter of the town might host many artisans plying their various trades. But at the moment it stands barren and silent.{***}
qstr_There_are_no_officer|There are no officers in your company.{***}
qstr_There_are_some_offic|There are some officers you could train in your company.{***}
qstr_See_the_list_of_non_|See the list of non-besieged towns you have assistants in.{***}
qstr_There_are_no_non_bes|There are no non-besieged towns you have assistants in.{***}
qstr_^^Note_that_as_an_ad|^^Note that as an admiral, you are expected to lead your faction's military efforts. If you have different plans, it might be prudent to refuse the honor.{***}
qstr_Try_as_you_might_you|Try as you might, you could not defeat the rebelling village.{***}
qstr_positive|positive{***}
qstr_negative|negative{***}
qstr_{s11}^^_The_current_|{s11}^^ The current garrison consists of {reg5} men.^The food stocks will last for about {reg6} days.{***}
qstr_^^In_addition_the_fo|^^In addition, the following companies are currently inside:^{***}
qstr_{s12}_{s3}_with_{reg|{s12} {s3} with {reg1} troops.^{***}
qstr_{playername}_^^I_alw|{playername}, ^^I always knew you were a bad egg, since the day you have pledged allegiance to my clan. ^Did you really think you could set my family against me? You've dropped your mask, you snake! You are an infliction, and I will not bear it anymore. ^Hereby, I disown and ban you from my house. I have urged my family to fight you, and I will warn the other nobles about your infamy. ^Tremble with fear, you have a deadly enemy! ^^{s9}.{***}
qstr_{playername}^^_I_ve_|{playername},^^ I've received a letter from {s9}, telling me about your disgracefull jiggery-pokery. In the present circumstances, {s9} could not provide evidence. But unlike you, {he/she} is a distinguished member of my family; and since all these years, I never had any reason to distrust {him/her}. I take {his/her} charges for granted. ^Hopefully, you failed to breakup my family unit. Hereby I reject your pledge: you are no longer related to my house. Each membership will retaliate against you in all conscience... ^I would be ashamed to confess how you maliciously fooled me, so I will not challenge you, to not be accountable for your death to my liege. However, I'm not used to report him every rat I crush while in wilderness, and someday I may find you there! ^^{s10}{***}
qstr_Troops:_{reg1}|Troops: {reg1}{***}
qstr_{s6}_^{s5}|{s6} ^{s5}{***}
qstr_{s7}|{s7}{***}
qstr_{s8}_^{s7}|{s8} ^{s7}{***}
qstr__who_took_over_some_|, who took over some of your ships.{***}
qstr__who_overrun_your_fl|, who overrun your fleet, leaving you with only a boat.{***}
qstr_Get_into_the_boardin|Get into the boarding range!{***}
qstr_Get_closer...|Get closer...{***}
qstr_Avoid_the_battle.|Avoid the battle.{***}
qstr_Increase_distance.|Increase distance.{***}
qstr_The_enemy_fleet_mane|The enemy fleet maneuvered better .^Current distance: {s51}{***}
qstr_Your_maneuver_was_su|Your maneuver was successful, and you reached the desired distance.^Current distance: {s51}{***}
qstr_You_won_the_battle..|You won the battle...{***}
qstr_You_lost_the_battle.|You lost the battle...{***}
qstr_The_battle_continues|The battle continues...{***}
qstr_You_have_waited_unti|You have waited until the visitor is alone.{***}
qstr_There_are_guards_nea|There are guards nearby. Better to return to the tavern...{***}
qstr_You_have_lost_the_fi|You have lost the fight, and ended up being captured by the guards.{***}
qstr_The_man_is_dead..._O|The man is dead... On his body you only found a small purse of money and his weapon...{***}
qstr_you_were_executed_as|you were executed as a criminal{***}
qstr_Your_suspicious_harb|Your suspicious harborside maneuvers have attracted the unwanted attention of customs officers! Their speedy craft is heading in your direction...^You have encountered {s1}.{***}
qstr_Event:_{s2}_^^^{s1}|Event: {s2} ^^^{s1}{***}
qstr_You_have_reached_the_|You have reached the limit of ships for your party. {***}
qstr_Scuttle_the_{s0}__{s|Scuttle the {s0} ({s12}){***}
qstr_You_ve_managed_to_br|You've managed to bribe some of the enemy sailors, and together you stole a ship from their fleet!{***}
qstr_You_ve_managed_to_sl|You've managed to slip away from your captors and steal their boat to reach the nearest town.{***}
qstr_You_ve_managed_to_sli|You've managed to slip away from your captors and steal their boat. You're now stranded in the middle of an ocean.{***}
qstr_Trait_name:_{s0}_id:|Trait name: {s0} id: {reg0}{***}
qstr_{s2}_^Trait_descript|{s2} ^Trait description: ^{s0}{***}
qstr_{s2}_^Trait_effects:|{s2} ^Trait effects: ^{s0}{***}
qstr_{s2}_^Trait_requirem|{s2} ^Trait requirements: ^{s0}{***}
qstr_{s2}_^Trait_is_avail|{s2} ^Trait is available{***}
qstr_{s2}_^Trait_is_NOT_A|{s2} ^Trait is NOT AVAILABLE{***}
qstr_{s2}_^Trait_is_acqui|{s2} ^Trait is acquired{***}
qstr_{s2}_^Trait_is_not_a|{s2} ^Trait is not acquired{***}
qstr_The_long_hours_of_di|The long hours of diving have been fruitless, even though you have plenty of men for the shifts. Some of the crew are grumbling or looking around in frightful superstition.{***}
qstr_Despite_all_the_peop|Despite all the people you have working, the digging has severely exhausted the crew, and there seems to be no end to it.{***}
qstr_Searching_these_ruin|Searching these ruins has brought many an unpleasant moment to the crew, but, even with everyone looking, no discoveries of note.{***}
qstr_After_an_entire_day_|After an entire day submerged, the crew is on the verge of open disobedience. No one believes in success any longer; everyone just wants to get out of here.{***}
qstr_An_entire_day_of_dig|An entire day of digging has exhausted the crew utterly. No one cares about some mythical treasure any longer.{***}
qstr_These_gloomy_ruins_d|These gloomy ruins do not wish to part with their secrets, and the crew looks terrified of them. Everywhere you go, there is talk of dropping this stupid scheme.{***}
qstr_The_crew_refuses_to_|The crew refuses to keep diving any more, threatening a mutiny. It appears the treasure will have to wait for another day - the one when humans possess gills. Until then, perhaps building up your swimming muscles might help.{***}
qstr_The_crewmen_throw_th|The crewmen throw their shovels away as one and refuse to move until you drop your insane scheme. Perhaps you could use better engineers.{***}
qstr_The_many_hours_spent|The many hours spent among the restless spirits of these ruins have broken the morale of the crew. The soldiers ignore their orders and begin packing their things in tense silence. Perhaps better tracking would help direct searches like these.{***}
qstr_The_horror_of_labori|The horror of laboring underwater still haunts the crew, and they do not wish to resume their efforts. The number of shark fins slicing across the briny surface doesn't help either. You'll have to wait for a few days.{***}
qstr_Your_soldiers_are_st|Your soldiers are still pulling out splinters and healing their bleeding blisters. They will do no digging for a while yet. You have to give them a few days of rest.{***}
qstr_Many_a_day_will_have|Many a day will have to pass until your soldiers stop seeing ghosts and goblins in every silent shadow. For now, they are unwilling to enter the haunted ruins, and make it known in no uncertain terms. You might convince them to reconsider in a few days.{***}
qstr_Begin|Begin{***}
qstr_Continue|Continue{***}
qstr_Ignore_them_and_keep|Ignore them and keep{***}
qstr_diving|diving{***}
qstr_digging|digging{***}
qstr_searching|searching{***}
qstr_After_a_few_hours_of|After a few hours of looking around and asking fellow travellers, you have located a contact among local smugglers.{***}
qstr_Despite_looking_and_|Despite looking and asking around for several hours, you have failed to contact local smugglers.{***}
qstr_The_customs_official|The customs officials went straight for your cargo hold, and soon enough they had ample evidences of your illicit trading practices. They attempt to arrest you, and you have to defend yourself.{***}
qstr_Despite_their_best_e|Despite their best efforts, the customs officials couldn't find any smuggled goods in your cargo hold. You breathe a sigh of relief.{***}
qstr_You_were_unable_to_o|You were unable to outmaneuvre or outrun the customs officials' vessel, and they approach to arrest you.{***}
qstr_You_have_successfull|You have successfully outmaneuvred the customs officials' vessel and escaped to blue water, leaving the officers far behind.{***}
qstr_You_were_unable_to_ou|You were unable to outmaneuvre or outrun the hostile ships. The battle is imminent now.{***}
qstr_You_have_successfully|You have successfully outmaneuvred the hostile fleet and escaped, leaving the enemies far behind.{***}
qstr_Tavern_closed_now_fo|Tavern closed now for something.{***}
qstr_You_have_escaped_fro|You have escaped from captivity!{***}
qstr_You_have_failed_to_e|You have failed to escape!{***}
qstr_There_are_{reg0}_pri|There are {reg0} prisoners here and {reg1} of them are willing to escape{***}
qstr_Try_to_escape_alone|Try to escape alone{***}
qstr_Signal_the_prisoners|Signal the prisoners to rise{***}
qstr_You_have_rescued_{re|You have rescued {reg1} prisoners from the life of slavery.{***}
qstr_{reg1}_of_the_enemie|{reg1} of the enemies surrender to you, while your hold and your prisoner management skill allow you to keep up to {reg2} captives with you.{***}
qstr_{reg1}_of_them_are_w|{reg1} of them are willing to join your company. Do you wish to take them along?{***}
qstr_You_were_born_in_a_d|You were born in a distinguished French family, yet by the time of your birth nobility was the only thing your parents had to their name. While you were swallowing up heroic stories about Joan of Arc and secretly taking martial training, your father has been arranging your marriage to a rich merchant of questionable morals, who was eager to buy his way into nobility. Having discovered that your own family schemed to sell you for coin, you run away from home, taking nothing but ancestral arms with you. Having made some money putting your training to use as a mercenary and bodyguard, you have finally decided to try your luck in the greener pastures of the New World, left your service with a small band of friends, and purchased a small schooner...{***}
qstr_You_were_born_a_daug|You were born a daughter of a rich trader in Sevilla. While most women of your class end up being used as bargaining chips during mergers and acquisitions, you have displayed unusual talent with numbers that your brothers lacked, and your father began viewing you as his rightful successor. When he died, you left your family to bicker over the heirloom and invested your share into a small galleon and a haul of luxury goods, intending to start a blooming trading operation in the Caribbean...{***}
qstr_You_were_born_aboard|You were born aboard a pirate brig, daughter to infamous scourge of the seas. No stranger to bloodshed and looting since before you have learned how to walk, you never were a disappointment to your father, having first slain a fellow human being at the tender age of nine. Ten years later, stray cannonball of quality dutch making turned your parent into fine bloody mist, and you have assumed command with unanimous approval of the crew, having butchered all the dissenters the night before the voting.{***}
qstr_You_were_born_in_a_p|You were born in a poor peasant family, and had to work hard since the age of five, barely making the ends meet. A promise of new life in the New World shined to you like a beacon, and one day you have signed an indenture, agreeing to work for a number of years on plantation in Jamaica in exchange for passage. Your new master was a harsh and cruel man, and after some months you and some fellow servants have had enough of it. You stole a boat and a cache of weapons and set your sail east, landing on the coast of Hispaniola...{***}
qstr_{s0}_wants_to_meet_w|{s0} wants to meet with you{***}
qstr_{s1}_has_won_the_tou|{s1} has won the tournament at {s2}.{***}
qstr_{s1}_is_no_longer_in|{s1} is no longer infested by the night gang.{***}
qstr_{s0}_is_grumbling_ag|{s0} is grumbling against you.  Your affiliation could be jeopardized if this continues.{***}
qstr_{s0}_is_grumbling_aga|{s0} is grumbling against you, but with {s1}'s support you remain affiliated for now.{***}
qstr_Breaking_camp...|Breaking camp...{***}
qstr_{reg1}_{s1}_escaped.|{reg1} {s1} escaped.{***}
qstr_Riot_in_{s6}!|Riot in {s6}!{***}
qstr_Your_company_is_spot|Your company is spotted by {s1}.{***}
qstr_Development_of_{s0}_|Development of {s0} in {s4} has been completed.{***}
qstr_Betrothal_to_{s5}_ex|Betrothal to {s5} expires{***}
qstr_Your_last_settlement|Your last settlement was captured and you lost {reg0}/{reg1} of your treasury.{***}
qstr_{s1}_of_the_{s3}_has_|{s1} of the {s3} has been released from captivity.{***}
qstr_The_company_has_noth|The company has nothing to eat!{***}
qstr_Foods_delivered|Foods delivered{***}
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1} {reg2?have:has} escaped from your company during the night.{***}
qstr_Your_soldiers_patrolli|Your soldiers patrolling {s6} have disbanded because you can't pay their wages!{***}
qstr_You_are_within_the_w|You are within the walls of an affiliated family member and don't have to pay for accommodation.{***}
qstr_You_pay_for_accommod|You pay for accommodation.{***}
qstr_Distance_between_{s1|Distance between {s14} and {s15}: {reg0}{***}
qstr_Your_caravan_has_del|Your caravan has delivered {s12} to {s13}.{***}
qstr_{s13}_is_unimpressed|{s13} is unimpressed by your paltry gift.{***}
qstr_The_people_of_{s13}_|The people of {s13} are unimpressed by your paltry gift.{***}
qstr_Your_caravan_has_los|Your caravan has lost its way and gave up on your mission!{***}
qstr_Transfer_to_{s6}|Transfer to {s6}{***}
qstr_{s6}_patrol|{s6} patrol{***}
qstr_Your_messenger_reach|Your messenger reached {s13}.{***}
qstr_{s14}|{s14}{***}
qstr_Your_messenger_has_l|Your messenger has lost his way and gave up on your mission!{***}
qstr_{s1}_has_switched_fr|{s1} has switched from {s2} to {s3}.{***}
qstr_PBOD_Updated_to_vers|PBOD Updated to version 0.{s1}^Mod Options and Mod Keys Reset. Press {s0} to access these preferences.{***}
qstr_{s1}_is_scouted.|{s1} is scouted.{***}
qstr_Your_recruiter_who_wa|Your recruiter who was commissioned to draft {reg10} volunteers at {s13} has been defeated!{***}
qstr_{s13}_has_been_taken|{s13} has been taken by the enemy and your recruiter who was commissioned to draft {reg10} volunteers has vanished without a trace!{***}
qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!{***}
qstr_A_recruiter_has_brou|A recruiter has brought {reg10} volunteers to {s13}.{***}
qstr_A_cattle_epidemic_ha|A cattle epidemic has killed {reg4} cattle in {s4}.{***}
qstr_It_is_rumoured_that_|It is rumoured that a spy has been caught in {s11}.{***}
qstr_Not_enough_money_in_|Not enough money in treasury to upgrade troops.{***}
qstr_Your_constable_upgra|Your constable upgraded {reg5} {s6} to {s7} in {s8}{***}
qstr_It_s_been_a_couple_d|It's been a couple days since you heard your crew talking about the debacle searching for {s0}{***}
qstr_started_testing|started testing{***}
qstr_{s1}^^{s2}|{s1}^^{s2}{***}
qstr_{reg65?my_Lady:my_Lo|{reg65?my Lady:my Lord}{***}
qstr_{reg65?My_Lady:My_Lo|{reg65?My Lady:My Lord}{***}
qstr_{reg65?madame:sir}|{reg65?madame:sir}{***}
qstr_{reg65?Madame:Sir}|{reg65?Madame:Sir}{***}
qstr_we_have_made_very_li|we have made very little progress so far.{***}
qstr_we_have_gained_some_|we have gained some ground, but there is still a long way to go.{***}
qstr_we_have_become_a_for|we have become a force to be reckoned with, and have a significant chance of victory.{***}
qstr_we_are_winning_the_w|we are winning the war, but our enemies are still holding on.{***}
qstr_we_are_on_the_verge_|we are on the verge of victory. The remaining enemies pose no threat, but we still need to hunt them down.{***}
qstr__no_fiefs_|(no fiefs){***}
qstr__fiefs:_{s0}_|(fiefs: {s0}){***}
qstr_Lend_your_physician_|Lend your physician {s3} to {s1}.{***}
qstr_I_should_have_known_|I should have known better than to associate with such a strange fellow. Somebody must have witnessed us, and reported to the guardsmen of {s3}. Now I am thrown into a dungeon, and a noose is already being oiled for me...{***}
qstr_Down_in_the_dungeons|Down in the dungeons of Puerto Plata I've met a curious bloke named Jorge, and that was a most fortunate encounter. He managed to enact our breakout from the prison - this action had a weird aura all around itself, but beggars can't be choosers. On our way out, he gave me a voucher. This paper authorizes me to pick up a schooner recently ordered in the shipyards of {s3}.{***}
qstr_I_am_still_busy_with|I am still busy with your previous orders concerning {s1}. I will finish it in {reg2} {reg1?days:hours}.{***}
qstr_Specifically?|Specifically?{***}
qstr_Build_it.|Build it.{***}
qstr_Appoint_him.|Appoint him.{***}
qstr_Make_it_so.|Make it so.{***}
qstr_You_have_the_followi|You have the following buildings constructed in here:^{***}
qstr_The_following_people|The following people serve you here:^{***}
qstr_You_don_t_have_anyth|You don't have anything here yet.{***}
qstr_That_s_all_the_ships|That's all the ships I can offer...{***}
qstr_Unfortunatly_this_to|Unfortunatly, this town has no {s3}, so I can offer only a limited number of types of ships.{***}
qstr_Whoa_look_what_we_go|Whoa, look what we got here. Let me look what you've got in these pockets of yours...{***}
qstr_Funny_by_the_look_of|Funny, by the look of you, you just might have that gold I need.{***}
qstr_Put_down_your_weapon|Put down your weapon and hand over your gold! Slowly.{***}
qstr_you|you{***}
qstr_{s5}__Persuasion_str|{s5} (Persuasion strength: {reg5}){***}
qstr_Persuasion_Attempt|Persuasion Attempt{***}
qstr_You_are_challenging_|You are challenging me to a duel? How droll! As you wish, {playername}, it will be good sport to run you through.{***}
qstr_{s16}_and_{s17}|{s16} and {s17}{***}
qstr_Very_well_I_will_acc|Very well, I will accept you back into my ranks, if you're ready to swear your solemn oath once more.{***}
qstr_A_pardon_will_only_b|A pardon will only be possible if you are willing to cede {s17} to me. Do you agree my terms?{***}
qstr_No._There_is_no_chan|No. There is no chance of peace between us, I am not interested.{***}
qstr_What_do_you_think_ab|What do you think about entering the service of {s9} as a captain of mercenaries? That's a duty you would handle well, I am sure of it.{***}
qstr_{s9}_asked_you_to_de|{s9} asked you to deliver his missive to {s13}. {s13} was believed to be at {s4} when you were given this task.{***}
qstr_{s9}_asked_you_to_del|{s9} asked you to deliver a missive to {s13} of {s15}. {s13} was believed to be at {s4} when you were given this task.{***}
qstr_{s11}_asked_you_to_e|{s11} asked you to escort {reg65?her:his} {s17} {s13} to {s14}.{***}
qstr_{s13}_asked_you_to_d|{s13} asked you to deal with the pirates who overrun the village of {s15}, then report back to {reg65?her:him.{***}
qstr_{s9}_asked_you_to_ra|{s9} asked you to raise {reg1} {s14} and bring them to {reg65?her:him}.{***}
qstr_{s9}_asked_you_to_co|{s9} asked you to collect taxes from {s3}. {reg65?She:He} offered to leave you one-fifth of the coin you collect there.{***}
qstr_{s9}_asked_you_to_hu|{s9} asked you to hunt down a fugitive by the name of {s4}. He is suspected to hide at {s3}.{***}
qstr_{s9}_asked_you_to_mu|{s9} asked you to murder a local merchant at {s3}.{***}
qstr_{s9}_has_asked_you_t|{s9} has asked you to meet with a spy in {s13}.{***}
qstr_{s11}_asked_you_to_t|{s11} asked you to track a spy leaving {s12}. Be careful not to let the spy spot you on his trail, or he may get suspicious and turn back. Once the spy meets with his master, you are to capture them alive and bring them back to {s11}.{***}
qstr_{s11}_asked_you_to_c|{s11} asked you to capture a noble of {s13}, and deliver your victim back to {s11} for safekeeping.{***}
qstr_{s9}_asked_you_to_le|{s9} asked you to lend your officer {s3} to him for a week.{***}
qstr_{s9}_asked_you_to_re|{s9} asked you to retrieve {reg4} piastres {s3} owes to {reg65?her:him}. {s3} was at {s4} when you were given the job.{***}
qstr_{s11}_gave_you_a_fak|{s11} gave you a fake letter to fool {s13} into banishing his loyal servant {s16}. You are to go near {s14}, give the letter to one of your {s15} and send him into the town as a messenger, believing his orders to be genuine.{***}
qstr_{s9}_has_requested_y|{s9} has requested you to bring him {reg1} {s3} as prisoners.{***}
qstr_You_promised_to_help|You promised to help {s13} claim rule over the colonies of {s14}.{***}
qstr_You_have_shown_great|You have shown great strength on the battlefield. But why should I enlist you within us?{***}
qstr_All_of_life_is_about|All of life is about pros and cons. Why would we allow you to be our fellow?{***}
qstr_I_know_people_do_fea|I know, people do fear your harshness. Should we though?{***}
qstr_Indeed_I_have_heard_|Indeed, I have heard of your loyalty and valor. But is it enough to join us?{***}
qstr_I_m_glad_you_want_to|I'm glad you want to support us. But, would it be wise for you, to affiliate to our family?{***}
qstr_Beside_your_wealth_h|Beside your wealth, how could you possibly serve me and my family?{***}
qstr_My_friend_I_see_your|My friend, I see your reasoning. But would you really risk our friendship on partnership?{***}
qstr_Agreed!_Your_words_c|Agreed! Your words convice me as much as your blade.{***}
qstr_I_trust_you_my_famil|I trust you, my family could use your resourcefulness. Together we will spread our influence all over the region.{***}
qstr_May_God_have_mercy_o|May God have mercy on our enemy souls, because we won't!{***}
qstr_So_be_it._We_are_hon|So be it. We are honored to accept you into our family.{***}
qstr__I_will_appreciate_y| I will appreciate you as much as a son.{***}
qstr_I_accept_your_reques|I accept your request. We will support you if you support my family.{***}
qstr_Since_you_have_turne|Since you have turned out to be a worthy fellow, you should be worthy for our entire family.{***}
qstr_Our_marshal_{s1}|Our marshal, {s1}{***}
qstr_Our_lord_{s1}|Our lord, {s1}{***}
qstr_{s11}_asked_you_to_r|{s11} asked you to rescue {reg65?her:his} {s17}, {s13}, from {s14} by switching clothes and taking {reg4?her:his} place in prison.{***}
qstr_{s11}_asked_you_to_re|{s11} asked you to rescue {reg65?her:his} {s17}, {s13}, from {s14}.{***}
qstr_{s11}_asked_you_to_d|{s11} asked you to deliver a letter to {s13}, who is imprisoned at {s14}.{***}
qstr_You_agreed_to_challe|You agreed to challenge {s13} to defend {s11}'s honour.{***}
qstr_{s11}_and_{s12}|{s11} and {s12}{***}
qstr_We_are_not_at_war_wi|We are not at war with anyone right now.{***}
qstr_We_are_at_war_with_{|We are at war with {s12}.{***}
qstr_{s1}_exchanged_{s2}_|{s1} exchanged {s2} to {s3} for {s4}.{***}
qstr_go_on_the_offensive_|go on the offensive now.{***}
qstr_act_to_defend_our_la|act to defend our lands.{***}
qstr_take_more_time_to_ga|take more time to gather the army.{***}
qstr_Your_kingdom_has_no_|Your kingdom has no particular culture{***}
qstr_Your_kingdom_s_cultu|Your kingdom's culture is: {s11}{***}
qstr_Kingdom_culture:_Non|Kingdom culture: None{***}
qstr_Kingdom_culture:_{s1|Kingdom culture: {s11}{***}
qstr_According__to_the_re|According  to the report of our spies{***}
qstr_{s10}_{reg3}_nobles_|{s10} {reg3} nobles support {s9}.{***}
qstr_Sorry_I_can_t_provid|Sorry, I can't provide any information about the mood of the nobles at the moment, our spies haven't reported back yet.{***}
qstr_The_government_of_{s|The government of {s10} is {s4}.{***}
qstr_The_upper_class_soci|The upper class society is {s5}.{***}
qstr_{s6}.|{s6}.{***}
qstr_The_troops_have_{s7}|The troops have {s7}.{***}
qstr_The_government_s_app|The government's approach to trade is {s0}.{***}
qstr_Our_government_is_{s|Our government is {s4}.{***}
qstr_Stance_towards_force|Stance towards forced labor: {s6}.{***}
qstr_Our_troops_have_{s7}|Our troops have {s7}.{***}
qstr_Our_approach_to_trad|Our approach to trade is {s0}.{***}
qstr_Our_goverment_is_{s4|Our goverment is {s4}.{***}
qstr_Our_stance_towards_f|Our stance towards forced labor: {s6}.{***}
qstr_We_are_at_peace_in_t|We are at peace in the meantime.{***}
qstr_We_are_fighting_agai|We are fighting against {s12}.{***}
qstr_Our_kingdom_currentl|Our kingdom currently has {reg2} soldiers{***}
qstr_{s6}_garrisoned_in_{|{s6} garrisoned in {reg2} towns{***}
qstr_{s6}_and_{reg2}_cast|{s6} and {reg2} castles.{***}
qstr_{s6}_Moreover_we_hav|{s6} Moreover, we have {reg2} soldiers in the field.{***}
qstr_We_currently_have_{r|We currently have {reg2} soldiers{***}
qstr_{s6}_Moreover_you_ha|{s6} Moreover, you have {reg2} soldiers in your party and {reg3} soldiers patrolling your lands.{***}
qstr_He_leads_{reg2}_sold|He leads {reg2} soldiers.{***}
qstr_We_have_{reg2}_soldi|We have {reg2} soldiers garrisoned in {s60} at the moment.{***}
qstr_You_are_preferring_m|You are preferring melee troops.{***}
qstr_You_are_preferring_mu|You are preferring musketeers.{***}
qstr__and_the_additional_| and the additional trainers{***}
qstr_We_currently_have_an|We currently have an income of {reg0} piastres and expenses of {reg1} piastres from settlements and garrisons.{***}
qstr_{s6}_We_are_losing_{|{s6} We are losing {reg0} piastres due to tax inefficiency. That means {reg1} percent.{***}
qstr_{s6}_Overall_this_su|{s6} Overall, this sums up to {reg0} piastres.{***}
qstr_{reg0}_piastres.|{reg0} piastres.{***}
qstr_no|no{***}
qstr_{s60}_is_currently_o|{s60} is currently occupied by outlaws. You should drive them out as soon as possible.{***}
qstr__We_are_expecting_{r| We are expecting {reg0} piastres for rents.{***}
qstr__The_troop_wages_for| The troop wages for {reg0} troops cost us {reg1} piastres.{***}
qstr_{s61}_and_{reg0}_pia|{s61} and {reg0} piastres for tariffs{***}
qstr_Well_{s60}.|Well, {s60}.{***}
qstr_{s4}_{s3}._The_tax_r|{s4} {s3}. The tax rate is {s50}.{s59}{s61}. Overall this sums up to {s62} piastres.{***}
qstr_Tax_rate_for_{s6}:_{|Tax rate for {s6}: {s11}{***}
qstr_The_{s17}_has_the_fol|The {s17} has the following buildings: {s18}.{***}
qstr__We_will_of_course_n| We will of course need to wait until the realm is no longer on campaign.{***}
qstr_{s13}_asked_you_to_g|{s13} asked you to gather {reg3} heads of cattle and deliver them back to him.{***}
qstr_{s9}_asked_you_to_sc|{s9} asked you to scout around {s13}, {s14} and {s15}, then report back.{***}
qstr_pupil|pupil{***}
qstr__{s1}_has_been_accep| {s1} has been accepted as a noble of {s2}.{***}
qstr_Then_take_it_with_my|Then take it, with my eternal thanks. You are a noble {man/woman}. I will never forget that you helped me in my time of need.{***}
qstr_Forgive_me_{playerna|Forgive me, {playername}, but I must insist you accept it. The money means little to me, and I owe you so much. Here, take it, and let us speak no more of this.{***}
qstr_{playername}_what_a_|{playername}, what a dear {man/woman} you are, but I will not allow you to refuse this. I owe you far more than I can say, and I am sure you can put this money to far better use than I.{***}
